Gene_A,Gene_B
GPR152,TSNARE1
GPR152,AQP10
GPR152,TMEM237
GPR152,NEU1
GPR152,CGRRF1
GPR152,MGLL
GPR152,SLC30A3
GPR152,CYBC1
GPR152,VKORC1
GPR152,SYT15
GPR152,YIPF4
GPR152,TMEM208
GPR152,TMEM243
GPR152,FUNDC2
GPR152,THSD7B
GPR152,MFF
GPR152,ABCG4
GPR152,ARV1
GPR152,SLC38A1
GPR152,TMEM60
GPR152,ROBO2
GPR152,HHATL
GPR152,SLC39A2
GPR152,TIMMDC1
GPR152,SLC35C2
GPR152,SMCO4
GPR152,SACM1L
GPR152,TMEM14B
GPR152,TMEM140
GPR152,TMEM100
GPR152,SLC38A7
GPR152,AIG1
GPR152,NDUFB11
GPR152,NINJ2
GPR152,CCDC167
GPR152,ORMDL1
GPR152,TMEM14C
GPR152,NAT8
GPR152,PGAP2
GPR152,RABAC1
GPR152,SLC13A4
GPR152,ERG28
GPR152,STX8
GPR152,GOLT1B
GPR152,YIPF1
GPR152,INSIG2
GPR152,PEX16
GPR152,UBIAD1
GPR152,TEX264
GPR151,GPR151
GPR151,GPX8
GPR151,TMEM239
GPR151,SSMEM1
GPR151,BCL2L2
GPR151,CREB3L1
GPR151,SLC41A2
GPR151,CGRRF1
GPR151,CYBC1
GPR151,CERS4
GPR151,TIMMDC1
GPR151,MANBAL
GPR151,C1GALT1
GPR151,SACM1L
GPR151,SCN3B
GPR151,STX8
GPR151,ERGIC3
SYTL5,CCDC85A
SYTL5,WAC
ACMSD,ACMSD
ACMSD,GPSM3
CSGALNACT1,SPAG4
NEK7,NEK7
NEK7,THAP4
NEK7,DDIT4L
NEK7,RAB3C
NEK7,ZHX1-C8ORF76
NEK7,MMAB
NEK7,FAHD2A
NEK7,RBM17
NEK7,TMX3
NEK7,SPATA17
NEK7,NLRP3
NEK7,PRAM1
NEK7,EGFL8
NEK7,THAP7
NEK7,TNMD
NEK7,NEK6
NEK7,MYNN
NEK7,EVA1B
NEK7,TRNAU1AP
NEK7,ISY1
NEK7,TPX2
NEK7,PYGO1
NEK7,PSAT1
RB1CC1,RB1CC1
RB1CC1,MADD
RB1CC1,BAP1
RB1CC1,THRSP
RB1CC1,OPTN
RB1CC1,EPSTI1
RB1CC1,C9ORF72
RB1CC1,ATG101
RB1CC1,NSD3
RB1CC1,ATG5
RB1CC1,VPS45
RB1CC1,PSMC3IP
RB1CC1,MRC2
RB1CC1,ERRFI1
RB1CC1,CCPG1
RB1CC1,WIF1
ASAP3,ASAP3
ASAP3,TEPSIN
MICAL1,PIK3R3
MICAL1,QRSL1
MICAL1,RPS6KA6
MYHBETA,Q96BE0
MYHBETA,AARSD1
PANK1,PANK1
LMX1A,KLK6
Q8TE30,Q8TE30
EPS8L1,TERF2IP
EPS8L1,ABI2
MORC4,MORC4
GRHL3,EAF1
GRHL3,PRMT6
GRHL3,PRMT1
GRHL3,ENKD1
NSUN6,NSUN6
DTD1,DTD1
DCAF11,NUDC
RNF128,APPBP2
RNF128,UBE2T
RNF128,UBQLN2
RHBDD1,CREB3L1
RHBDD1,PLEKHB2
RHBDD1,CMTM5
RHBDD1,CGRRF1
RHBDD1,RNF5
SH3RF2,RBPMS
SH3RF2,LZTS2
SH3RF2,NEK6
SH3RF2,AKAP8L
SH3RF2,AMOTL2
GPX8,GPX8
GPX8,BTN2A2
GPX8,SLC13A3
GPX8,AQP3
GPX8,FAM3C
GPX8,RND1
GPX8,BCL2L2
GPX8,NINJ1
GPX8,SLC35B4
GPX8,CMTM5
GPX8,KLRG1
GPX8,YIPF6
GPX8,TMEM19
GPX8,FAXDC2
GPX8,ST6GAL2
GPX8,SLC41A2
GPX8,DNAJC30
GPX8,SERINC2
GPX8,NEU1
GPX8,SLC30A3
GPX8,MGST2
GPX8,SYT15
GPX8,TMEM243
GPX8,TMEM109
GPX8,ALG8
GPX8,CFHR5
GPX8,TMEM60
GPX8,HHATL
GPX8,TIMMDC1
GPX8,TMPRSS4
GPX8,SERINC1
GPX8,C1GALT1
GPX8,TMEM14B
GPX8,AIG1
GPX8,MARCHF5
GPX8,PAQR5
GPX8,MARCHF2
GPX8,LPAR3
GPX8,VTI1B
GPX8,PGAP2
GPX8,LNPEP
GPX8,ERG28
GPX8,STX8
GPX8,DOLK
GPX8,MAN2B2
GPX8,PLLP
GPX8,CORIN
GPX8,INSIG2
GPX8,SELENOK
GPX8,SERP1
SAP25,MDFI
SAP25,RTN4
DOT1L,DOT1L
NUP210,EXOSC5
FLJ00163,SIRT7
FLJ00163,MPC1
CEP192,UBE2E3
GEMIN5,GEMIN5
GEMIN5,DDX20
ARHGEF40,MYCBP
FBF1,TSC1
FBF1,RBPMS
FBF1,GCC1
FBF1,CEP63
FBF1,ACCS
FBF1,RHOXF2
FBF1,LZTS2
FBF1,CINP
FBF1,TRIM54
FBF1,TSGA10
FBF1,BLZF1
FBF1,VPS37B
FBF1,HIF1AN
FBF1,FBXL12
FBF1,ABI3
FBF1,TUBGCP4
FBF1,MID2
FBF1,IKZF3
FBF1,SSX2IP
SMCR8,C9ORF72
SMCR8,WDR41
PARD3,TTN
PARD3,PARD6B
PARD3,PARD6A
DOK4,DDIT4L
DOK4,RBP7
DOK4,PFDN5
DOK4,CCM2
DOK4,MAPRE3
PARD3B,SMURF1
IPO4,IPO4
IPO4,TCP11L1
IPO4,ASF1B
CREB3L4,CREB3L4
CREB3L4,CREB3L1
CREB3L4,SLC19A3
CREB3L4,LRRC4C
CREB3L4,BATF3
USP33,DIO2
USP33,TRIM63
USP33,USP28
USP33,TRIM54
USP33,DDX56
USP33,USP21
USP33,USP15
PPP4R1,CEP63
PPP4R1,DISC1
ANKRD24,TSC1
ANKRD24,PACSIN1
ZNF483,ZNF496
ZNF483,ZNF446
ZNF483,ZSCAN21
UBASH3B,UBASH3B
UBASH3B,FAM168A
UBASH3B,KAT5
UBASH3B,CCDC74B
UBASH3B,TEPSIN
UBASH3B,BBC3
UBASH3B,RCHY1
UBASH3B,PKP4
UBASH3B,LZTS2
UBASH3B,VPS37B
UBASH3B,DMRT3
UBASH3B,DISC1
UBASH3B,RNF216
UBASH3B,DLGAP2
DIS3L,EXOSC8
DIS3L,EXOSC4
DIS3L,EXOSC5
DIS3L,EXOSC3
DIS3L,EXOSC1
DIS3L,HBS1L
ZFP90,TEKT4
ZFP90,GTPBP3
ZFP90,GCC1
ZFP90,MALSU1
ZFP90,ENKD1
ZFP90,BOLA2|BOLA2B
ZFP90,NEK6
ZFP90,EXOSC5
ZFP90,TBC1D22B
ZFP90,ABI2
ZFP90,CPNE7
ZFP90,TDRKH
ZNF526,TRIM41
ZNF526,KAT5
ZNF526,ZNF524
ZNF526,ZNF837
ZNF526,ZFP91
ZNF526,PBK
ZNF526,ZNF578
ZNF526,PRPF18
ZNF526,OVOL2
ZNF526,YJU2
ZNF526,SCNM1
ZNF526,INO80B
ZNF526,VCX2
ZNF526,C8ORF33
ZNF526,ZNF696
ZNF526,ZNF408
ZNF526,THAP1
ZNF526,GPATCH2L
ZNF526,MAPRE3
ZNF526,ZNF835
ZNF526,MRPL11
ZNF526,NME7
FBXO41,DISC1
ATP8B4,TMEM30A
DCANP1,MDFI
DCANP1,KRTAP3-3
GIPC3,ST6GAL2
GIPC3,PLEKHA2
GIPC2,GIPC2
GIPC2,IGSF21
GIPC2,CTRC
GIPC2,LZTS2
GIPC2,PLEKHA2
GIPC2,ZBTB26
ZNF384,MBD1
SLC16A10,FUNDC2
SLC16A10,TMEM14B
SLC16A10,INSIG2
SHROOM3,ESR2
WIPF2,ITSN2
HASPIN,MDFI
AEN,ZNF473
AEN,TRIM41
AEN,EXOSC8
AEN,ZBTB8A
AEN,RPGRIP1
AEN,ZNF317
AEN,LZTS2
AEN,ZNF408
AEN,MBNL1
AEN,ZFP64
AEN,MID2
AEN,SSX2IP
XAGE3,GMCL1
DUSP19,DUSP19
ZNF473,TRIM41
ZNF473,ZNF837
ZNF473,ZNF408
ZNF473,GPATCH2L
ABHD5,PNPLA2
ABHD5,PLIN2
ABHD5,RUSC1
ABHD5,MIEF1
ABHD5,TMEM14B
ABHD5,RNF24
ABHD5,SH3GLB1
SETD7,SETD7
SETD7,SERTAD1
CLEC4C,CLEC4C
DDI1,DDI1
DDI1,CYGB
DDI1,FAM161B
DDI1,RPP25
DDI1,TEKT3
DDI1,NIF3L1
DDI1,CCL28
DDI1,KLHL42
SSC4D,PTPMT1
SSC4D,PCSK5
SSC4D,TEKT5
SSC4D,KRTAP3-3
SSC4D,HAPLN2
SSC4D,ENKD1
SSC4D,HSD3B7
SSC4D,PLSCR4
SSC4D,GNE
THAP3,UBL5
THAP3,UBQLN1
THAP3,Q9Y649
COG1,COG3
COG1,COG8
COG1,COG4
COG1,COG5
COG1,COG6
CASTOR1,CASTOR1
CASTOR1,TMA16
CASTOR1,ZC2HC1A
ZDHHC1,MDFI
ZDHHC1,KRTAP17-1
ZDHHC1,KRTAP9-2
ZDHHC1,KRTAP2-4
ZDHHC1,GOPC
Q8WU02,OPTN
Q8WU02,WWP1
Q8WU02,UBQLN1
STK32A,STK32A
PYROXD1,UPRT
RNF139,UBE2Z
FRS2,YJU2
MZB1,MZB1
MZB1,TSG101
SELI,APPBP2
SELI,ACSL5
FAM222B,TSC1
FAM222B,PFDN5
FAM222B,SPAG8
FAM222B,LRRC61
FAM222B,CDCA4
FAM222B,CNFN
FAM222B,KRTAP3-1
FAM222B,ZMYND12
FAM222B,BPIFA1
FAM222B,ANKRD10
FAM222B,WWOX
FAM222B,UBQLN2
FAM222B,AKAP8L
SMAP2,FAM168A
SMAP2,TENT5B
SMAP2,MAGED1
ZC3H15,C8ORF33
ZC3H15,DRG1
PPIL4,USP7
PPIL4,SMAD5
GTF3C2,ESR2
GTF3C2,GTF3C5
TBC1D22A,TBC1D22A
PHF10,SMARCC1
PHF10,L3MBTL2
PHF10,UTP14A
PHF10,CELSR2
RAB2B,STAMBPL1
RAB2B,BLZF1
RAB2B,VRTN
RAB2B,FAM114A2
RAB2B,UBQLN1
CCDC12,CRNKL1
CCDC12,ATG5
CHPT1,TLCD4
CT55,PIH1D2
CT55,SHC3
CT55,CPNE2
CT55,SNF8
CT55,SAMD11
CT55,CABP5
CT55,C1ORF109
CT55,SPG21
CT55,KLHL42
CT55,TFIP11
CT55,EXOC7
CT55,MEMO1
PPP1R13L,PPP1R13L
PPP1R13L,SHANK3
PPP1R13L,HIF1AN
CHURC1,ZBTB9
CHURC1,ZNF581
CHURC1,SERTAD1
TGFBRAP1,VPS16
TGFBRAP1,VPS11
HDAC7,HDAC7
HDAC7,ACOT11
HDAC7,DDIT4L
HDAC7,PPP1R16A
HDAC7,ANTKMT
HDAC7,NRIP2
HDAC7,MIEN1
HDAC7,KLF16
HDAC7,ESM1
HDAC7,BRWD1
HDAC7,GNG12
HDAC7,NCOR2
PTPMT1,MDFI
PTPMT1,KRTAP4-12
PTPMT1,KRTAP9-3
PTPMT1,KRTAP9-2
PTPMT1,KRTAP3-1
PTPMT1,KRTAP2-4
PTPMT1,TMEM14B
NUP133,AHCTF1
PDCD6IP,PDCD6IP
PDCD6IP,SH3KBP1
PDCD6IP,CHMP4C
PDCD6IP,TSG101
PDCD6IP,SH3GL1
PDCD6IP,SH3GL2
PDCD6IP,CHMP4A
PDCD6IP,CHMP4B
PDCD6IP,ALG2
PDCD6IP,ITSN2
PDCD6IP,PEF1
PDCD6IP,RNF11
UBTD2,TRIB3
UBTD2,TRIM39
UBTD2,MRPL17
UBTD2,UBE2D4
FBLIM1,ADAT3
Q8WUP8,MDFI
LRRN4,MDFI
LRRN4,KRTAP3-3
ZNF296,UBQLN1
ZNF296,RNF11
TMEM174,CMTM7
TMEM174,SEC22A
TMEM174,PLLP
BRK1,JPH3
BRK1,WASF1
BRK1,PIK3R3
BRK1,DTNBP1
BRK1,OTUB1
BRK1,ATXN2
BRK1,AKAP9
BRK1,CBWD1
BRK1,NUP58
BRK1,NDEL1
BRK1,C11ORF1
BRK1,ABI2
BRK1,RNF11
BRK1,MRFAP1
CHAC2,CHAC2
CHMP7,NUP58
CHMP7,UBQLN1
PRUNE2,APBB2
PRUNE2,RCN3
NAT14,YAE1
NAT14,RABAC1
DEPDC1B,EBPL
LTO1,YAE1
TMEM255B,SFT2D1
TMEM255B,TMEM14B
DCAF4,NUDC
SFT2D1,TBRG4
SFT2D1,OTULIN
SFT2D1,MIEF2
SFT2D1,PLEKHB2
SFT2D1,PNKP
SFT2D1,TARS2
SFT2D1,DERL2
SFT2D1,REEP4
SFT2D1,MYG1
SFT2D1,DIABLO
SFT2D1,TMEM14B
SFT2D1,SCN3B
SFT2D1,SPG21
SFT2D1,NDRG4
SFT2D1,TMX2
NSMCE1,NSMCE2
NSMCE1,NSMCE3
NSMCE1,SMC6
PHLDA1,MDFI
PHLDA1,KRTAP4-12
PHLDA1,TRAF4
PHLDA1,KRTAP9-8
PHLDA1,KRTAP9-3
PHLDA1,KRTAP9-2
PHLDA1,KRTAP4-2
PHLDA1,KRTAP3-3
PHLDA1,KRTAP3-1
PHLDA1,KRTAP2-4
PHLDA1,LGALS13
SNX33,SNX33
SNX33,KAT5
SNX33,NAF1
TRIM41,TRIM41
TRIM41,DVL3
TRIM41,TRIM52
TRIM41,ZBTB8A
TRIM41,SYTL4
TRIM41,ZNF653
TRIM41,ZNF837
TRIM41,MCRS1
TRIM41,ZNF48
TRIM41,FLACC1
TRIM41,CCNL2
TRIM41,ZNF587
TRIM41,ZNF251
TRIM41,ZNF670
TRIM41,ZNF2
TRIM41,KIFC3
TRIM41,TRAIP
TRIM41,CARD10
TRIM41,PHF7
TRIM41,AP1M1
TRIM41,PBX4
TRIM41,TRIM4
TRIM41,CEP44
TRIM41,PRDM14
TRIM41,KATNBL1
TRIM41,PUS7L
TRIM41,MAGEH1
TRIM41,ZSCAN16
TRIM41,Q9H6F0
TRIM41,ZNF552
TRIM41,C8ORF33
TRIM41,ZNF696
TRIM41,AKTIP
TRIM41,ZNF408
TRIM41,ZNF286A
TRIM41,ZBTB26
TRIM41,ZNF71
TRIM41,ZNF275
TRIM41,ZFP64
TRIM41,GPATCH2L
TRIM41,RBAK
TRIM41,ZNF319
TRIM41,ZNF219
TRIM41,MORF4L1
TRIM41,ZMAT5
TRIM41,ZNF629
TRIM41,PHF11
TRIM41,MID2
TRIM41,ZNF490
TRIM41,PLAGL2
TRIM41,ZNF835
TRIM41,TRIM17
TRIM41,ZSCAN21
CCDC107,UNC93B1
CCDC107,UBQLN4
CCDC107,ADGRE2
PTCD2,MID2
MITD1,MITD1
MITD1,NTAQ1
MITD1,ZFYVE19
MITD1,CARD10
MITD1,CHMP1A
MITD1,GPHN
MITD1,CHMP5
AFG1L,CIDEB
ZFAND2B,ASB7
ZFAND2B,UBQLN2
ZFAND2B,UBQLN1
HEXD,RILPL2
HEXD,C7ORF25
HEXD,Q9H7G6
HEXD,GDPD2
HEXD,ADPRS
LEO1,RTF1
LEO1,WDR61
LEO1,SUPT16H
RNF138,JPH3
RNF138,TSC1
RNF138,UBE2W
RNF138,NTAQ1
RNF138,QKI
RNF138,TRIM8
RNF138,SMURF1
RNF138,UBE2D4
RNF138,RNF11
RNF138,AK6
RNF138,Q9Y649
RNF141,TRIM8
RNF141,PLK3
RNF141,SMURF1
EEF1AKMT1,NDN
TMEM171,SH3GLB1
KCTD4,KCTD4
KCTD4,NTAQ1
KCTD4,DAXX
PPP1R1C,TNPO3
NUDCD2,FBXW7
NUDCD2,ACD
NUDCD2,OPTN
NUDCD2,THOC3
NUDCD2,TINF2
NUDCD2,KLHL4
NUDCD2,KLHL1
NUDCD2,POT1
NUDCD2,WSB2
NUDCD2,SERGEF
NUDCD2,HERC5
NUDCD2,FBXL7
NUDCD2,FBXW2
NUDCD2,MKLN1
TWIST2,FERD3L
TWIST2,TCF12
TWIST2,CCM2
TWIST2,GLIS2
TWIST2,ATXN10
SKA2,SKA2
SKA2,SKA1
SKA2,IFT57
SKA2,RALY
ANKRD49,SMARCD1
ANKRD49,ENKD1
ANKRD49,HIF1AN
ANKRD49,FKBPL
TFB1M,TFB1M
STAG1,STAG1
STAG1,PDS5B
STAG1,SMC3
SCFD1,XRN2
SCFD1,USP22
UBE2Q2,UBE2Q2
TNFAIP8L1,TNFAIP8L1
TNFAIP8L1,KLK6
TNFAIP8L1,DVL3
TNFAIP8L1,STAC3
TNFAIP8L1,PLEKHF2
TNFAIP8L1,MED4
TNFAIP8L1,DKFZP586M1622
CANT1,CANT1
TRAPPC14,TRAPPC14
DYNC2I1,DYNC2I2
DYNC2I1,DYNLRB1
DYNC2I1,NUDC
TRAPPC12,RSKR
TRAPPC12,LIN7B
POF1B,SYT17
BTN2A2,FATE1
BTN2A2,TMEM237
BTN2A2,SEC11C
BTN2A2,ELOVL4
BTN2A2,HSD3B7
BTN2A2,MRM3
BTN2A2,SLC39A2
BTN2A2,TMEM14B
BTN2A2,GPRC5D
BTN2A2,ERGIC3
BTN2A2,TMX2
HNRNPLL,HNRNPLL
HNRNPLL,RBPMS
HNRNPLL,QKI
HNRNPLL,MDFI
HNRNPLL,RHOXF2
HNRNPLL,THAP1
C4ORF3,SSMEM1
C4ORF3,TMEM45B
C4ORF3,CREB3L1
C4ORF3,TM4SF19
C4ORF3,SLC41A3
C4ORF3,MS4A3
C4ORF3,TMEM101
C4ORF3,TMEM237
C4ORF3,SERINC2
C4ORF3,CYBC1
C4ORF3,BCL2L13
C4ORF3,GPR61
C4ORF3,SLC19A3
C4ORF3,REEP4
C4ORF3,MRM3
C4ORF3,HHATL
C4ORF3,SLC39A2
C4ORF3,TIMMDC1
C4ORF3,SLC35C2
C4ORF3,GJB4
C4ORF3,TMEM51
C4ORF3,TMEM45A
C4ORF3,TMEM248
C4ORF3,RHCG
C4ORF3,SLCO3A1
C4ORF3,ERGIC3
FAR1,COL26A1
UBLCP1,TSC22D4
KBTBD7,NSUN4
KBTBD7,TEFM
KBTBD7,BARD1
KBTBD7,DUSP23
KBTBD7,CCDC106
KBTBD7,MAP1LC3B
KBTBD7,GABARAPL1
KBTBD7,Q9H761
KBTBD7,C8ORF33
KBTBD7,CEP126
KBTBD7,KLF15
TSEN15,TSEN15
TSEN15,ASB12
TSEN15,DDIT4L
TSEN15,TEPSIN
TSEN15,ZMAT2
TSEN15,TSSK2
TSEN15,AIF1L
TSEN15,PBX4
TSEN15,NBPF3
TSEN15,ENKD1
TSEN15,GORASP2
TSEN15,EXOSC4
TSEN15,DNAAF6
TSEN15,IKZF3
PCNP,KLK6
PCNP,UHRF2
PCNP,TERF2IP
C10ORF82,SPG21
C10ORF82,GPSM3
C17ORF50,ANKS1A
C17ORF50,PCSK5
C17ORF50,CIB3
C17ORF50,ZNF587
C17ORF50,CTNNA3
DNAJA4,DNAJA4
DNAJA4,AARSD1
DNAJA4,TUBB6
DNAJA4,SH3BP4
TEKT4,SOCS4
TEKT4,KRT35
TEKT4,PCSK5
TEKT4,TEKT1
TEKT4,DDIT4L
TEKT4,PPP1R13B
TEKT4,TOX2
TEKT4,TRIB3
TEKT4,PKP2
TEKT4,VGLL1
TEKT4,RAMAC
TEKT4,ZNF426
TEKT4,RUSC1
TEKT4,POLDIP3
TEKT4,CTDSP1
TEKT4,PRDM14
TEKT4,SPATC1L
TEKT4,ZMYND12
TEKT4,ATG5
TEKT4,BLZF1
TEKT4,C11ORF1
TEKT4,ZNF552
TEKT4,PRDM6
TEKT4,C1ORF109
TEKT4,SPG21
TEKT4,LMCD1
TEKT4,ZIM2
TEKT4,ZNF581
TEKT4,PHF11
TEKT4,IKZF3
TEKT4,AKAP8L
TEKT4,PLAGL2
TEKT4,AMMECR1
TMEM239,SSMEM1
TMEM239,TBRG4
TMEM239,CREB3L1
TMEM239,OTULIN
TMEM239,LENG1
TMEM239,MIEF2
TMEM239,DCUN1D1
TMEM239,NTAQ1
TMEM239,MS4A3
TMEM239,GPR101
TMEM239,SERINC2
TMEM239,PNKP
TMEM239,PDCD1LG2
TMEM239,REEP2
TMEM239,FTHL17
TMEM239,FXYD6
TMEM239,CXCL16
TMEM239,MTIF3
TMEM239,MYG1
TMEM239,SENP2
TMEM239,TIMMDC1
TMEM239,SLC35C2
TMEM239,TMEM248
TMEM239,OCIAD1
TMEM239,SCN3B
TMEM239,SPG21
TMEM239,POLI
TMEM239,TMX2
TMEM239,FKBP7
ZCCHC13,GUCD1
ZFPM2,UBQLN4
ITLN1,ITLN1
DYDC1,TCHP
DYDC1,WAC
DYDC1,DPY30
DYDC1,ENKD1
DYDC1,ARNT2
DYDC1,MID2
DYDC1,VPS9D1
PIH1D2,PIH1D2
PIH1D2,GPRASP2
PIH1D2,DPH3
PIH1D2,NTAQ1
PIH1D2,MRFAP1L1
PIH1D2,GMCL1
PIH1D2,TBATA
PIH1D2,CCNL2
PIH1D2,MDFI
PIH1D2,SSX3
PIH1D2,HES7
PIH1D2,PBX4
PIH1D2,ENKD1
PIH1D2,MED20
PIH1D2,CBX8
PIH1D2,EXOSC5
PIH1D2,PRDM6
PIH1D2,PLEKHJ1
PIH1D2,COMMD3
PIH1D2,NXF1
PIH1D2,ZMAT5
PIH1D2,SERTAD1
PIH1D2,CDC23
PIH1D2,HSF4
PIH1D2,ZBTB1
MAIP1,H4C7
SSMEM1,AQP3
SSMEM1,FAM3C
SSMEM1,ALG3
SSMEM1,FATE1
SSMEM1,TMEM203
SSMEM1,TLCD1
SSMEM1,YIPF6
SSMEM1,MCRS1
SSMEM1,C11ORF24
SSMEM1,CMTM7
SSMEM1,SLC35A4
SSMEM1,PLPPR2
SSMEM1,RUSF1
SSMEM1,SLC41A2
SSMEM1,AQP10
SSMEM1,CYBC1
SSMEM1,SLC30A2
SSMEM1,TMEM243
SSMEM1,TM6SF2
SSMEM1,TMEM222
SSMEM1,UNC93B1
SSMEM1,S1PR5
SSMEM1,CXCL16
SSMEM1,SLC38A1
SSMEM1,TMEM60
SSMEM1,SLC39A2
SSMEM1,SLC35C2
SSMEM1,SLC39A9
SSMEM1,SLC38A7
SSMEM1,TMEM45A
SSMEM1,TAS2R10
SSMEM1,MARCHF2
SSMEM1,TMEM14C
SSMEM1,PGAP2
SSMEM1,LNPEP
SSMEM1,ERG28
SSMEM1,STX8
SSMEM1,TMEM14A
SSMEM1,SERP1
ZNRF4,UBE2E3
ZNRF4,UBE2W
ZNRF4,UBE2D4
NRG4,FATE1
NRG4,ERGIC3
KCNE4,TCF7L2
ASZ1,DEFB127
ASZ1,LPAR3
Q8WWI3,EHMT2
SLC44A1,KCNE3
SPIRE2,MYO5A
CYGB,CYGB
CYGB,LRATD1
ARAP3,ARAP3
ARAP3,SH3KBP1
IPCEF1,CYTH2
IPCEF1,CYTH4
GIMAP1,GIMAP1
GIMAP1,THAP4
GIMAP1,TMEM45B
GIMAP1,CREB3L1
GIMAP1,TM4SF19
GIMAP1,TMEM101
GIMAP1,ZDHHC15
GIMAP1,RMDN3
GIMAP1,TMEM79
GIMAP1,ELOVL4
GIMAP1,TMX1
GIMAP1,REEP4
GIMAP1,SAR1A
GIMAP1,TMEM14B
GIMAP1,SCN3B
GIMAP1,ERGIC3
GIMAP1,TMX2
GIMAP1,SH3GLB1
PHIP,PHIP
PHIP,STMN4
STAB2,STAB2
NEU4,RBPMS
NEU4,MDFI
NEU4,RHOXF2
SLC13A3,CREB3L1
SLC13A3,RMDN3
SLC13A3,ERGIC3
TCP11,NPFFR1
TCP11,MED28
TCP11,FANCF
TCP11,LMBRD1
RTN4IP1,RTN4IP1
RTN4IP1,PYM1
RTN4IP1,CENPK
RTN4IP1,SORBS1
RTN4IP1,WWTR1
RTN4IP1,SCAF1
RTN4IP1,SMURF2
RTN4IP1,ARFGAP3
RTN4IP1,MARCHF5
RTN4IP1,GGA2
RTN4IP1,EXOC7
RTN4IP1,WBP11
RASSF5,RASSF5
RASSF5,JPH3
RASSF5,MYLIP
RASSF5,APPBP2
RASSF5,KRTAP4-2
RASSF5,UBQLN2
RASSF5,VPS28
RASSF5,LSM7
RASSF5,UBQLN1
RASSF5,BTRC
RASSF5,AMOTL2
SELENOM,SGTB
SELENOM,MDFI
SELENOM,SEC11C
SELENOM,REEP4
PRPF31,PRPF31
PRPF31,ASB15
PRPF31,KRT35
PRPF31,DVL3
PRPF31,PPP2R3C
PRPF31,JAKMIP2
PRPF31,HOOK2
PRPF31,ZNF837
PRPF31,CDCA7L
PRPF31,PPP1R16A
PRPF31,CCDC136
PRPF31,ZNF668
PRPF31,CAPNS2
PRPF31,LURAP1
PRPF31,PRICKLE1
PRPF31,ZNF48
PRPF31,FLACC1
PRPF31,ZNF587
PRPF31,MEIS3
PRPF31,MDFI
PRPF31,KIFC3
PRPF31,CCDC106
PRPF31,RBM4
PRPF31,C1QTNF1
PRPF31,CARD14
PRPF31,HES7
PRPF31,KRTAP4-11
PRPF31,TSGA10
PRPF31,PRDM14
PRPF31,XAB2
PRPF31,ZNF71
PRPF31,PICK1
PRPF31,RBAK
PRPF31,NCKIPSD
PRPF31,PAK5
PRPF31,TFIP11
PRPF31,ZRANB1
PRPF31,ZFP69B
PRPF31,MID2
PRPF31,CDC23
PRPF31,PNMA3
PRPF31,PNMA2
PRPF31,SSX2IP
MBD3L1,ANKS1A
MBD3L1,GTPBP3
MBD3L1,C1ORF74
MBD3L1,TSSK3
MBD3L1,NDUFAF3
MBD3L1,KIFC3
MBD3L1,UBL5
MBD3L1,TSGA10
MBD3L1,BOLA2|BOLA2B
MBD3L1,FAM124B
MBD3L1,SH2D4A
MBD3L1,NEK6
MBD3L1,C1ORF109
MBD3L1,NXF1
MBD3L1,CTNNA3
MBD3L1,MAD2L2
MBD3L1,USP20
MBD3L1,GPSM3
WFDC12,SLC39A7
WFDC12,SGTB
WFDC12,UBQLN2
WFDC12,UBQLN1
EDARADD,EDARADD
EDARADD,NTAQ1
EDARADD,TRAF6
OIT3,FBXO34
OIT3,CRCT1
NELFB,NELFA
PALLD,HOMER2
PALLD,HOMER3
PATE1,SERTAD1
RUFY2,DUSP23
RUFY2,RAB33B
SREK1,SREK1
SREK1,GPRASP2
SREK1,SRPK1
METTL21A,METTL21A
METTL21A,ATRIP
METTL21A,PFDN5
METTL21A,ZRANB1
METTL21A,LZTS1
PYDC1,PYDC1
PYDC1,PYCARD
GEMIN6,GEMIN6
GEMIN6,ACOT11
GEMIN6,DDIT4L
GEMIN6,RASL11B
GEMIN6,GEMIN7
GEMIN6,GEMIN8
CASKIN1,CASKIN1
ATRIP,ATRIP
ATRIP,CCDC28B
ATRIP,CINP
ATRIP,RIBC2
ATRIP,MID2
ATRIP,CDC23
STON2,EPS15L1
PSPC1,PSPC1
PSPC1,DISC1
PSPC1,ZRANB1
PSPC1,LZTS1
RLN3,RLN3
RLN3,INSL5
ATL1,ATL1
ATL1,JPH3
ATL1,TSC1
ATL1,OPTN
ATL1,PANK2
DEDD2,CDCA7L
DEDD2,HNRNPAB
DEDD2,RHOXF2
DEDD2,NR2E3
RSAD2,VAPA
MADD,WNK1
MADD,POT1
S100Z,S100Z
SYNE2,SYNE2
SYNE2,SUN2
SYNE2,APPL1
SYNE2,FHOD1
JPH3,SOCS4
JPH3,THAP4
JPH3,LZIC
JPH3,DVL3
JPH3,MYLPF
JPH3,TMEM186
JPH3,ESS2
JPH3,ASB9
JPH3,Q96E88
JPH3,DNAJA3
JPH3,OTUB1
JPH3,PERP
JPH3,SMARCD1
JPH3,PDLIM5
JPH3,CRELD1
JPH3,PPP1R16A
JPH3,TMEM141
JPH3,ITCH
JPH3,PIWIL1
JPH3,HSFY1|HSFY2
JPH3,RCHY1
JPH3,LENG8
JPH3,RAB3IP
JPH3,NAP1L3
JPH3,EGFL8
JPH3,SULT4A1
JPH3,ZKSCAN3
JPH3,WDR83
