Gene_A,Gene_B
SNIP1,EIF3C
SNIP1,BUD13
SNIP1,TSPYL2
SNIP1,HIPK3
SNIP1,TOPORS
SNIP1,ZMYM2
SNIP1,ZMYM5
SNIP1,FAF1
SNIP1,SRRM2
SNIP1,RBMX2
SNIP1,SF3B6
SNIP1,ZNF451
SNIP1,GMEB1
GADD45GIP1,MIPOL1
GADD45GIP1,DVL3
GADD45GIP1,NSUN4
GADD45GIP1,GPRASP2
GADD45GIP1,MRPL38
GADD45GIP1,NTAQ1
GADD45GIP1,EAF1
GADD45GIP1,MYO15B
GADD45GIP1,LZTS2
GADD45GIP1,KIFC3
GADD45GIP1,CARD10
GADD45GIP1,MRPL9
GADD45GIP1,MRPL4
GADD45GIP1,PBX4
GADD45GIP1,ENKD1
GADD45GIP1,UPF2
GADD45GIP1,MYG1
GADD45GIP1,BPIFA1
GADD45GIP1,HMG20A
GADD45GIP1,EXOSC4
GADD45GIP1,PRDM6
GADD45GIP1,PICK1
GADD45GIP1,GOLGA6A
GADD45GIP1,MRPL15
GADD45GIP1,TFIP11
GADD45GIP1,ZRANB1
GADD45GIP1,CADPS
GADD45GIP1,MRPL11
WDR48,WDR48
WDR48,WDR20
WDR48,FANCI
ZNF461,MDFI
LHFPL5,FNDC9
LHFPL5,TMEM254
LHFPL5,GPR152
LHFPL5,GPX8
LHFPL5,BTN2A2
LHFPL5,NRG4
LHFPL5,SLC35B4
LHFPL5,CREB3L1
LHFPL5,TM4SF18
LHFPL5,CMTM7
LHFPL5,RUSF1
LHFPL5,SEC22A
LHFPL5,ZDHHC15
LHFPL5,RMDN3
LHFPL5,BCL2L13
LHFPL5,ELOVL4
LHFPL5,MFF
LHFPL5,FXYD6
LHFPL5,CXCL16
LHFPL5,MTIF3
LHFPL5,TMEM60
LHFPL5,TMX1
LHFPL5,LIME1
LHFPL5,CERS4
LHFPL5,LRRC4C
LHFPL5,TIMMDC1
LHFPL5,SLC35C2
LHFPL5,SAR1A
LHFPL5,C1GALT1
LHFPL5,RPRM
LHFPL5,GJB4
LHFPL5,TMEM100
LHFPL5,TMEM248
LHFPL5,GPRC5D
LHFPL5,NINJ2
LHFPL5,LPAR3
LHFPL5,LNPEP
LHFPL5,GGT7
LHFPL5,ERG28
LHFPL5,ERGIC3
LHFPL5,TMX2
LHFPL5,PLLP
LHFPL5,DAGLA
LHFPL5,INSIG2
LHFPL5,UBIAD1
LHFPL5,TEX264
LHFPL5,SERP1
VXN,NTAQ1
VXN,CABP2
EXOC6,EXOC6
EXOC6,GCDH
EXOC6,EXOC4
EXOC6,LOXL4
EXOC6,EXOC2
EXOC6,ECSIT
EXOC6,RNF32
EXOC6,MAST1
EXOC6,EXOSC1
TYMSOS,MDFI
RHEBL1,APPL1
GABPB2,LMO3
GABPB2,MAGEB18
GABPB2,CIC
GABPB2,GORASP2
OLIG1,DOK4
OLIG1,PIK3R3
OLIG1,SHD
OLIG1,HSH2D
OLIG1,SH2D4A
OLIG1,DOK5
BBS10,FRZB
BBS10,MKKS
BBS10,YAE1
BBS10,HDAC6
TTC8,BBS4
TTC8,BBS2
ERMN,RTN4IP1
LMO3,CEP76
LMO3,MYOZ3
LMO3,TCP10L
LMO3,ZNF526
LMO3,FBLIM1
LMO3,SNX33
LMO3,MBD3L1
LMO3,TFAP2B
LMO3,HOXB13
LMO3,TMEM54
LMO3,CCDC47
LMO3,FAM131C
LMO3,ZBTB8A
LMO3,GPRASP2
LMO3,MALSU1
LMO3,IFT43
LMO3,MACIR
LMO3,NTAQ1
LMO3,CCDC34
LMO3,RCC1L
LMO3,EPSTI1
LMO3,PPP1R13B
LMO3,CEP170P1
LMO3,CCDC74B
LMO3,TEPSIN
LMO3,ZNF641
LMO3,FRMD6
LMO3,ZIM3
LMO3,TRIB3
LMO3,ZNF587
LMO3,TSNAX
LMO3,SDHC
LMO3,MEIS3
LMO3,MDFI
LMO3,CIB1
LMO3,ZFYVE21
LMO3,KXD1
LMO3,LZTS2
LMO3,PELO
LMO3,TMEM121
LMO3,KRTAP3-1
LMO3,TRIM54
LMO3,LNPK
LMO3,CCSER1
LMO3,CCDC90B
LMO3,NIF3L1
LMO3,MAGEH1
LMO3,CARD9
LMO3,LHX5
LMO3,BLZF1
LMO3,METTL7A
LMO3,Q9HBH6
LMO3,TUFT1
LMO3,ACOT13
LMO3,MED4
LMO3,PICK1
LMO3,MBIP
LMO3,DKFZP761H172
LMO3,THAP1
LMO3,GPATCH2L
LMO3,RMND1
LMO3,CHCHD3
LMO3,ABI2
LMO3,WWOX
LMO3,ZNF69
LMO3,ZRANB1
LMO3,NDOR1
LMO3,DCDC2
LMO3,GPR160
LMO3,TRMT6
LMO3,RIMS3
LMO3,MID2
LMO3,VPS28
LMO3,GMEB2
LMO3,TRAPPC2L
LMO3,ZNF346
LMO3,RNF150
LMO3,POLI
LMO3,LIPT1
LMO3,LZTS1
LMO3,AMOTL2
LMO3,KLF12
LMO3,RNF114
LMO3,ASB1
LMO3,SNX10
LMO3,MAD1L1
LMO3,PIAS3
CEP76,LNX1
CEP76,KLHDC4
CEP76,RNF128
CEP76,CENPI
CEP76,KAT5
CEP76,DVL3
CEP76,CAVIN3
CEP76,L3MBTL2
CEP76,KIAA1143
CEP76,ZNF653
CEP76,KIFBP
CEP76,POM121
CEP76,RBM41
CEP76,EAF1
CEP76,RADIL
CEP76,ZMAT2
CEP76,SCNM1
CEP76,PARD6B
CEP76,SMG9
CEP76,PDZD7
CEP76,SH2D4A
CEP76,GORASP2
CEP76,PATZ1
CEP76,NEK6
CEP76,CSNK1G1
CEP76,TUFT1
CEP76,SINHCAF
CEP76,CABP5
CEP76,MYOZ1
CEP76,PLCB1
CEP76,CUTC
CEP76,PDRG1
CEP76,GDAP2
CEP76,SPG21
CEP76,AKAP7
CEP76,ZBTB4
CEP76,STK26
CEP76,ASH2L
CEP76,HSPB7
CEP76,TCF19
CEP76,SALL2
CEP76,TSSC4
MPLKIP,NTAQ1
MPLKIP,GORASP2
MPLKIP,AKAP8L
SMARCC2,SMARCC2
SMARCC2,PHYHIP
SMARCC2,DPF2
SMARCC2,SMARCC1
SMARCC2,SMARCD2
SMARCC2,SMARCE1
SMARCC2,SMARCD1
SMARCC2,TSG101
SMARCC2,RAB1B
SMARCC2,TERF2IP
ZNF420,CEP19
ZNF420,EXOSC5
ZNF420,C1ORF109
UHMK1,NDUFAF3
UHMK1,SMURF1
UHMK1,C1ORF109
NEIL3,NEIL3
NPLOC4,UFD1
NPLOC4,FAF1
NKX2-3,GTF2A1L
ZNF417,BICD2
ZNF417,TRIM41
ZNF417,TEKT4
ZNF417,PIH1D2
ZNF417,MYLIP
ZNF417,TSC1
ZNF417,RORB
ZNF417,KRT35
ZNF417,KAT5
ZNF417,DVL3
ZNF417,ZBTB8A
ZNF417,ZBTB9
ZNF417,RCN3
ZNF417,ZBTB10
ZNF417,HOOK2
ZNF417,ZNF837
ZNF417,INKA1
ZNF417,SMARCD1
ZNF417,CCDC120
ZNF417,MRFAP1L1
ZNF417,CCDC136
ZNF417,RPGRIP1
ZNF417,LURAP1
ZNF417,KCTD7
ZNF417,TRIB3
ZNF417,CSRNP1
ZNF417,ZNF587
ZNF417,MEIS3
ZNF417,MDFI
ZNF417,NKX3-1
ZNF417,KRTAP4-12
ZNF417,KXD1
ZNF417,LZTS2
ZNF417,BEGAIN
ZNF417,KIFC3
ZNF417,KRTAP4-11
ZNF417,KRTAP4-2
ZNF417,TRIM54
ZNF417,TSGA10
ZNF417,CEP44
ZNF417,NDEL1
ZNF417,KATNBL1
ZNF417,CARD9
ZNF417,VPS16
ZNF417,BLZF1
ZNF417,ZNF768
ZNF417,KIF9
ZNF417,TRIM36
ZNF417,JADE2
ZNF417,ZNF71
ZNF417,PICK1
ZNF417,CEP72
ZNF417,TFIP11
ZNF417,LHX3
ZNF417,ZNF69
ZNF417,ZMAT5
ZNF417,ZRANB1
ZNF417,MID2
ZNF417,IKZF3
ZNF417,PNMA2
ZNF417,LZTS1
ZNF417,SSX2IP
ZNF417,NINL
ZNF417,ZBTB1
ZNF417,AXIN2
ZNF417,COG6
CYP2W1,ZBTB26
STOML3,SEC22A
STOML3,ADAM33
C11ORF45,FBXO44
C11ORF45,PLEKHF2
C11ORF45,GPSM3
MUC7,PCGF1
GSDMB,GSDMB
CMTM2,TIMMDC1
CMTM2,MANBAL
CMTM2,YIPF1
MGC39372,NEK7
CXORF38,TSC1
CXORF38,UBQLN1
CXORF38,RNF11
UBALD1,MED8
SPATA20,ST6GALNAC4
RIN3,TSC1
RIN3,SYMPK
RIN3,TM4SF19
RIN3,TENT5A
RIN3,TSSK3
RIN3,SPRY4
RIN3,POLR3F
RIN3,EPS8L2
RIN3,ASB8
RIN3,ZNF71
RIN3,RABAC1
RIN3,ZNF639
RIN3,ASB3
RIN3,CD2AP
RIN3,CYP46A1
GDAP1,GDAP1
GDAP1,MGARP
GDAP1,OPTN
GDAP1,STARD4
GDAP1,DCBLD2
GDAP1,MAP3K5
GDAP1,SCAPER
GDAP1,WDR61
GDAP1,AAMDC
GDAP1,DAZ3
GDAP1,TMEM14B
GDAP1,DDX20
GDAP1,EVL
GDAP1,BOK
GDAP1,BAIAP2
GDAP1,MRFAP1
NUBPL,NUBP2
ABHD4,CMTM5
ABHD4,DERL1
ABHD4,HTATIP2
ABHD4,AURKAIP1
ABHD4,RABAC1
ABHD4,INSIG2
DEPTOR,CCDC110
DEPTOR,TRIM41
DEPTOR,BTRC
FBXO30,SMURF1
SLC35B2,CREB3L1
SLC35B2,RNF170
SLC35B2,TMEM237
SLC35B2,TMEM248
SLC35B2,ERGIC3
PUM2,MED4
PUM2,MED23
ITFG1,TNFRSF14
ITFG1,FAM118B
ITFG1,TAF1D
ITFG1,MRPL44
THAP6,ING5
THAP6,OPTN
THAP6,NTAQ1
THAP6,AP1M1
THAP6,SDCBP2
THAP6,CABP2
THAP6,PICK1
THAP6,MAD2L2
LNX1,LNX1
LNX1,ZCCHC10
LNX1,ENOX1
LNX1,LGALS14
LNX1,BICD2
LNX1,TEKT4
LNX1,TMEM239
LNX1,DYDC1
LNX1,METTL21A
LNX1,ATRIP
LNX1,JPH3
LNX1,SEPTIN1
LNX1,KCTD13
LNX1,POMGNT1
LNX1,PSMF1
LNX1,TSC1
LNX1,ANKS1A
LNX1,DPF2
LNX1,DDX17
LNX1,GPKOW
LNX1,DVL3
LNX1,OSBP2
LNX1,EXOSC8
LNX1,AIDA
LNX1,ZBTB8A
LNX1,TIFA
LNX1,EVI5L
LNX1,CMTM5
LNX1,HOOK2
LNX1,SGF29
LNX1,EDC3
LNX1,CPNE2
LNX1,EEF2KMT
LNX1,BORCS6
LNX1,APIP
LNX1,ACY3
LNX1,REEP6
LNX1,MRFAP1L1
LNX1,GMCL1
LNX1,PPP1R13B
LNX1,EHMT2
LNX1,MAGEB18
LNX1,ODAD1
LNX1,HEXIM2
LNX1,KCTD7
LNX1,ROBO3
LNX1,GUCD1
LNX1,IP6K3
LNX1,TGM7
LNX1,TSSK3
LNX1,PNMA5
LNX1,CIB3
LNX1,ALKBH3
LNX1,MTMR9
LNX1,PURB
LNX1,TCF12
LNX1,PFDN5
LNX1,TSG101
LNX1,APOL4
LNX1,KRTAP4-12
LNX1,KXD1
LNX1,TACO1
LNX1,THAP7
LNX1,DCUN1D5
LNX1,DERL1
LNX1,ZNF426
LNX1,TRAF4
LNX1,SNRNP25
LNX1,KIFC3
LNX1,ACAT2
LNX1,SCNM1
LNX1,C1QTNF1
LNX1,AP1M1
LNX1,RBCK1
LNX1,KRTAP9-8
LNX1,KRTAP9-3
LNX1,KRTAP9-2
LNX1,KRTAP4-2
LNX1,KRTAP2-4
LNX1,TRIM54
LNX1,TRIM8
LNX1,PRDM14
LNX1,BTBD1
LNX1,ISCU
LNX1,CARD9
LNX1,TSPYL2
LNX1,BLZF1
LNX1,GOLPH3L
LNX1,OSBPL3
LNX1,SUV39H2
LNX1,EGLN3
LNX1,ZNF552
LNX1,DCTPP1
LNX1,MVB12B
LNX1,UBE2Z
LNX1,PAAT
LNX1,VPS37B
LNX1,ROPN1
LNX1,PLEKHA2
LNX1,NEK6
LNX1,SYTL2
LNX1,ZBTB26
LNX1,TRIM39
LNX1,SH2D2A
LNX1,HMG20A
LNX1,CABP5
LNX1,EXOSC4
LNX1,NXT2
LNX1,PRTFDC1
LNX1,CYSLTR2
LNX1,HOMER3
LNX1,CUTC
LNX1,ZFP64
LNX1,SHFL
LNX1,THAP1
LNX1,FAM118A
LNX1,ZNF446
LNX1,THG1L
LNX1,FBXL12
LNX1,ABI2
LNX1,RBAK
LNX1,PRR13
LNX1,SPG21
LNX1,UBP1
LNX1,ORMDL1
LNX1,ZNF581
LNX1,LUZP4
LNX1,CEP72
LNX1,PAK5
LNX1,MYEF2
LNX1,TRIM10
LNX1,DKFZP586M1622
LNX1,ZRANB1
LNX1,MLX
LNX1,NDOR1
LNX1,RABAC1
LNX1,NAGK
LNX1,MID2
LNX1,OSGIN1
LNX1,RALY
LNX1,IKZF3
LNX1,ZNF346
LNX1,PNMA3
LNX1,PSME2
LNX1,DNPEP
LNX1,CADPS
LNX1,SCML1
LNX1,Q9UQL5
LNX1,SCML2
LNX1,ZNF148
LNX1,RUVBL2
LNX1,LZTS1
LNX1,DRG1
LNX1,AXIN2
LNX1,UBE2D4
LNX1,MEMO1
LNX1,LSM2
LNX1,EXOSC1
LNX1,RNF11
LNX1,CBY1
LNX1,TSC22D4
LNX1,TRAF6
LNX1,NME7
LNX1,RAD54B
LNX1,MAD1L1
LNX1,HEL-S-108
LNX1,HEL-S-70
LNX1,HEL-S-30
LNX1,HEL-S-69P
KLHDC4,SUV39H2
SLC7A14,FATE1
SLC7A14,CMTM5
SLC7A14,YIPF6
SLC7A14,DCBLD2
SLC7A14,MGLL
SLC7A14,VKORC1
SLC7A14,YIPF4
SLC7A14,DERL1
SLC7A14,MFF
SLC7A14,SMCO4
SLC7A14,C1GALT1
SLC7A14,TREX1
SLC7A14,AIG1
SLC7A14,TECR
SLC7A14,NINJ2
SLC7A14,CCDC167
SLC7A14,ADGRE2
SLC7A14,ACSL5
SLC7A14,UBIAD1
SLC7A14,FKBP7
SHKBP1,SHKBP1
SHKBP1,SH3KBP1
SHKBP1,LXN
UBA3,UBA3
UBA3,UBE2F
UBA3,CPNE2
UBA3,DUSP23
ZSCAN18,PGBD1
ZSCAN18,FDXACB1
ZSCAN18,ZNF446
ZSCAN18,SUFU
BAHD1,M1AP
BAHD1,ZNF526
BAHD1,KLK6
BAHD1,DVL3
BAHD1,COL26A1
BAHD1,ZNF837
BAHD1,MEGF10
BAHD1,ZNF317
BAHD1,MDFI
BAHD1,KRTAP4-12
BAHD1,LZTS2
BAHD1,BEGAIN
BAHD1,TRAF4
BAHD1,NUP58
BAHD1,CARD10
BAHD1,KRTAP2-4
BAHD1,BACH2
BAHD1,PRDM14
BAHD1,ZNF408
BAHD1,PICK1
BAHD1,ZNF275
BAHD1,DKFZP586M1622
BAHD1,ZRANB1
BAHD1,MID2
BAHD1,UBQLN1
BAHD1,GTF3C3
CNIH3,FNDC9
CNIH3,GPX8
CNIH3,OPTN
CNIH3,TMEM80
CNIH3,FAM210B
CNIH3,SUSD3
CNIH3,TMEM237
CNIH3,SORT1
CNIH3,SMIM3
CNIH3,VSIR
CNIH3,TMEM14B
CNIH3,ERGIC3
FNDC9,TMEM254
FNDC9,FAM3C
FNDC9,EXTL1
FNDC9,NINJ1
FNDC9,CMTM5
FNDC9,ST6GAL2
FNDC9,SLC41A2
FNDC9,MYADM
FNDC9,TMEM79
FNDC9,CLEC7A
FNDC9,SMIM3
FNDC9,TWSG1
FNDC9,CXCL16
FNDC9,TMEM60
FNDC9,HHATL
FNDC9,ITM2C
FNDC9,TMPRSS4
FNDC9,RPRM
FNDC9,TREX1
FNDC9,TMEM140
FNDC9,TMEM100
FNDC9,AIG1
FNDC9,CLN6
FNDC9,NINJ2
FNDC9,LPAR3
FNDC9,PGAP2
FNDC9,CLEC2D
FNDC9,STX8
FNDC9,DOLK
FNDC9,PLLP
FNDC9,UBIAD1
Q8TBE5,Q8TBE5
SLC35G2,ACAP3
NANP,NANP
PRXL2B,TCP11L1
PRXL2B,COPS3
FAM81A,RCOR3
FAM81A,TFIP11
FAM81A,NAP1L2
ETNPPL,ETNPPL
SYNPR,C4ORF3
SYNPR,FATE1
SYNPR,SMCO4
SYNPR,DOLK
ARRDC2,ZRANB1
PLPPR1,SLC30A2
PLPPR1,SERP1
SETD6,SETD6
ZCCHC10,CTNNBL1
ZCCHC10,ZBTB8A
ZCCHC10,MCRS1
ZCCHC10,STAC3
ZCCHC10,CEP63
ZCCHC10,SDCBP2
ZCCHC10,THAP1
ZCCHC10,ARGLU1
ZCCHC10,PRR13
ZCCHC10,HMGXB4
ZCCHC10,SFMBT1
ZCCHC10,DACH1
ZCCHC10,LUC7L2
TMEM254,GPR152
TMEM254,GPX8
TMEM254,TMEM45B
TMEM254,TMEM237
TMEM254,TMEM79
TMEM254,BCL2L13
TMEM254,SEC11C
TMEM254,ELOVL4
TMEM254,MFF
TMEM254,MTIF3
TMEM254,REEP4
TMEM254,CERS4
TMEM254,SAR1A
TMEM254,TMEM14B
TMEM254,TMEM51
TMEM254,TMX2
RAB3IL1,RAB3IL1
RAB3IL1,RAB3IP
RAB3IL1,CTDSP1
RAB3IL1,C14ORF119
RAB3IL1,CHCHD3
RAB3IL1,SATB2
RAB3IL1,COG6
TBC1D16,KRTAP4-12
TBC1D16,KRTAP3-2
TBC1D16,RGS17
FAM174A,C4ORF3
FAM174A,TMEM239
FAM174A,GIMAP1
FAM174A,TMEM203
FAM174A,GIMAP5
FAM174A,CMTM7
FAM174A,SEC22A
FAM174A,SLC30A2
FAM174A,TMEM243
FAM174A,TMEM222
FAM174A,DEFB127
FAM174A,SMCO4
FAM174A,TREX1
FAM174A,CCDC167
FAM174A,ERG28
FAM174A,STX8
FAM174A,PLLP
FAM174A,SERP1
TMEM167A,IER3IP1
OSTCL,EDA
PIP4K2C,PIP4K2C
RBM46,RBPMS
RBM46,GORASP2
MYCBPAP,MYCBP
WDR20,WDR20
WDR20,DAPP1
TRMT10A,TRMT10A
TRMT10A,TRIM7
ZNF564,TRIM41
ZNF564,CCDC136
ZNF564,RPGRIP1
ZNF564,PPP1R16B
ZNF564,MDFI
ZNF564,CARD10
ZNF564,KRTAP2-4
ZNF564,GOPC
ZNF564,MID2
ZNF564,PLAGL2
MDM1,HOMER3
TBC1D15,OPTN
TBC1D15,CEP63
TBC1D15,CALCOCO1
RDH11,RDH11
RDH11,ROBO2
GRAPL,TCP11
CAGE1,HAUS1
CAGE1,MRFAP1L1
CAGE1,FCRL5
CAGE1,TSG101
CAGE1,TBC1D23
ENKUR,APBB2
ENKUR,CFAP45
SUN5,SPAG4
POC1B,NUDC
M1AP,M1AP
M1AP,POLR3GL
M1AP,PLEKHA2
PIWIL2,PIWIL2
PIWIL2,Q96BE0
PIWIL2,AARSD1
SPATA18,SPATA18
SPATA18,PIBF1
SPATA18,TGM7
SPATA18,CARD10
SPATA18,TACC3
SPATA18,MAD1L1
FAM110B,PKNOX2
FAM110B,MEIS3
CCER1,RBPMS
CCER1,MDFI
CCER1,KRTAP9-3
CCER1,KRTAP4-2
ENOX1,TRIM43
ENOX1,ZMYND19
ENOX1,NIF3L1
ENOX1,GORASP2
FNDC8,PIK3R3
FNDC8,MCRS1
MRPL30,MRPL38
MRPL30,MRPL57
MRPL30,MRPL20
MRPL30,MRPL16
MRPL30,MRPL42
Q8TCD0,Q8TCD0
Q8TCD0,S6B291
Q8TCD0,S6BAM6
NT5C,NT5C
PHOSPHO2,TSEN15
PHOSPHO2,JPH3
PHOSPHO2,C1QTNF2
PHOSPHO2,WASHC3
LGALS14,LGALS14
LGALS14,POF1B
LGALS14,TNR
LGALS14,KRT35
LGALS14,TEKT1
LGALS14,ZBTB8A
LGALS14,DDIT4L
LGALS14,AJUBA
LGALS14,TEPSIN
LGALS14,FLACC1
LGALS14,SPAG5
LGALS14,LITAF
LGALS14,C1QTNF2
LGALS14,PCBD2
LGALS14,SDCBP2
LGALS14,BLZF1
LGALS14,STN1
LGALS14,ZNF71
LGALS14,SH3GLB2
LGALS14,PICK1
LGALS14,RIMBP3
LGALS14,MID2
LGALS14,IKZF3
LGALS14,COG6
CIP2A,CIP2A
FBXO25,CDK5RAP2
STT3B,MAGT1
FAM200A,FAM200A
PNPT1,PNPT1
CERK,KRTAP9-2
CERK,KRTAP3-2
CERK,KRTAP3-1
CERK,PLEKHF2
SPPL2B,BRK1
SPPL2B,RNF11
SPPL2B,GTF3C3
HM13,LZTS2
ALMS1,MEGF10
PREX1,PREX1
WFDC5,BRK1
DYNC2LI1,DYNC2I1
DYNC2LI1,DYNLRB1
DYNC2LI1,DCDC2
RHPN1,GPRASP2
RHPN1,LZTS1
MRAP,MRAP
MRAP,MRAP2
CD99L2,SGTB
CD99L2,UBQLN2
CD99L2,UBQLN1
AGR3,AGR3
AGR3,ASB10
AGR3,ESR2
AGR3,SGTB
AGR3,NTAQ1
AGR3,CGRRF1
AGR3,LIME1
AGR3,EDA2R
AGR3,TIMMDC1
AGR3,TMEM14B
AGR3,UBQLN2
AGR3,UBQLN1
MIPOL1,MIPOL1
MIPOL1,FBF1
MIPOL1,TSEN15
MIPOL1,PRPF31
MIPOL1,MYLIP
MIPOL1,SMARCE1
MIPOL1,LENG1
MIPOL1,HAUS1
MIPOL1,NTAQ1
MIPOL1,CCDC120
MIPOL1,RBM41
MIPOL1,EAF1
MIPOL1,PPP1R13B
MIPOL1,FAM161B
MIPOL1,FMNL2
MIPOL1,TXN2
MIPOL1,SSX3
MIPOL1,TCHP
MIPOL1,MMTAG2
MIPOL1,SCNM1
MIPOL1,BEX2
MIPOL1,SHANK3
MIPOL1,PBX4
MIPOL1,ENKD1
MIPOL1,FAM124B
MIPOL1,TTC12
MIPOL1,KIF9
MIPOL1,PRDM16
MIPOL1,ARNT2
MIPOL1,C1ORF109
MIPOL1,SNTG2
MIPOL1,STMN3
MIPOL1,TBC1D7
MIPOL1,RCOR3
MIPOL1,DAXX
MIPOL1,IKZF3
MIPOL1,USH1C
BICD2,BICD2
BICD2,NEK9
BICD2,CCHCR1
BICD2,PRPF31
BICD2,ARHGAP45
BICD2,TBRG4
BICD2,ZNF669
BICD2,RBM41
BICD2,FAM161B
BICD2,ZMAT2
BICD2,PRPF18
BICD2,FAM110A
BICD2,ZNF670
BICD2,POLDIP3
BICD2,RAB6B
BICD2,ZNF624
BICD2,FAM50B
BICD2,DYNC1LI1
ZNF398,TRIM41
ZNF398,ELMO1
ZNF398,MAGOHB
ZNF398,OPTN
ZNF398,CIB3
ZNF398,NUDT22
ZNF398,PLEKHF2
ZNF398,CABP5
ZNF398,GPATCH2L
ZNF398,C1ORF109
ZNF398,NDE1
ZNF398,NCDN
NEK9,NEK9
NEK9,NEK7
NEK9,NUDCD2
NEK9,TTN
NEK9,NEK6
SFXN5,CREB3L1
SFXN5,TMEM237
SFXN5,APOL2
SFXN5,ERGIC3
CHD6,TOLLIP
CCHCR1,CCHCR1
CCHCR1,DYDC1
CCHCR1,PIBF1
CCHCR1,ING5
CCHCR1,KRT35
CCHCR1,STMN2
CCHCR1,SMARCE1
CCHCR1,TEKT1
CCHCR1,EXOC4
CCHCR1,LENG1
CCHCR1,HAUS1
CCHCR1,STARD4
CCHCR1,DTNBP1
CCHCR1,MCRS1
CCHCR1,BORCS6
CCHCR1,NTAQ1
CCHCR1,RBM17
CCHCR1,RBM41
CCHCR1,CCDC136
CCHCR1,ZFYVE19
CCHCR1,PPP1R13B
CCHCR1,CFAP53
CCHCR1,CEP63
CCHCR1,SAMD11
CCHCR1,MIA2
CCHCR1,SPAG5
CCHCR1,TSG101
CCHCR1,PKP2
CCHCR1,CRACR2A
CCHCR1,HAUS8
CCHCR1,KIFC3
CCHCR1,RUSC1
CCHCR1,TRIM54
CCHCR1,TSGA10
CCHCR1,NDEL1
CCHCR1,ATG5
CCHCR1,CARD9
CCHCR1,DMAP1
CCHCR1,MED4
CCHCR1,PRDM6
CCHCR1,DISC1
CCHCR1,EXOC1
CCHCR1,C1ORF109
CCHCR1,ABI2
CCHCR1,SPG21
CCHCR1,CNOT2
CCHCR1,RCOR3
CCHCR1,GNG13
CCHCR1,TFIP11
CCHCR1,ZNF629
CCHCR1,HMGXB4
CCHCR1,RABGEF1
CCHCR1,MID2
CCHCR1,IKZF3
CCHCR1,BLOC1S6
CCHCR1,EXOC7
CCHCR1,LZTS1
CCHCR1,VPS9D1
CCHCR1,SSX2IP
CCHCR1,NINL
CCHCR1,AMOTL2
CCHCR1,COG6
CCHCR1,WASHC3
CCHCR1,NME7
CCHCR1,TACC3
CCHCR1,MAD1L1
CCHCR1,IKBKG
TRPM4,TRPM4
CD200R1,NINJ1
CD200R1,SGTB
DSCAML1,PLCL2
MAGEC3,MDFI
MAGEC3,APPL1
MAGEC3,GTF3C3
MGARP,APBB2
MGARP,OPTN
MGARP,ALS2
MGARP,DAPP1
DTX3L,DTX3L
DTX3L,UBE2E3
DTX3L,UBE2W
DTX3L,UBE2E2
DTX3L,PHF7
DTX3L,TRIM9
DTX3L,SPG21
DTX3L,UBE2D4
MYOZ3,C10ORF82
MYOZ3,TEKT4
MYOZ3,TSC1
MYOZ3,MRPL38
MYOZ3,RNF125
MYOZ3,MYO15B
MYOZ3,TSSK3
MYOZ3,LENG8
MYOZ3,TBX15
MYOZ3,RUSC1
MYOZ3,ENKD1
MYOZ3,NEK6
MYOZ3,DMRT3
MYOZ3,PRDM6
MYOZ3,GOLGA6A
MYOZ3,ABI2
DDX54,DVL3
DDX54,NEDD4L
DDX54,TMED9
DDX54,SEMA4A
SP7,TRIM62
SP7,FAM124B
MCOLN3,MCOLN3
RASGRP4,RASGRP4
RASGRP4,SEC22A
RASGRP4,TMPRSS4
Q8TDG7,AP2M1
BLOC1S5,DTNBP1
BLOC1S5,SMARCD1
BLOC1S5,TSNAX
BLOC1S5,ABI2
BLOC1S5,ABI3
CHD5,CHD5
DMXL2,AKTIP
BCAS4,DPY30
BCAS4,ENKD1
DLG5,BTBD10
DLG5,BAG5
BRIX1,EBNA1BP2
BRIX1,UBA2
RNASEH2C,RNASEH2C
HAVCR2,HAVCR2
HAVCR2,SEC22A
CD300LF,CD300LF
GNPDA2,MAGOHB
GNPDA2,NTAQ1
GNPDA2,AMDHD2
TRAF3IP1,SGF29
TRAF3IP1,DTNBP1
TRAF3IP1,PPP1R13B
TRAF3IP1,CDC5L
TRAF3IP1,OLFM1
TRAF3IP1,WAC
TRAF3IP1,DISC1
TRAF3IP1,SMC4
TRAF3IP1,EXOC1
TRAF3IP1,FGFR1OP2
TRAF3IP1,ABI2
TRAF3IP1,TAB2
TRAF3IP1,FRMD4A
TRAF3IP1,SNX6
TRAF3IP1,MACF1
TRAF3IP1,TRAK1
TRAF3IP1,SMC3
STK35,OSBPL3
STK35,SMURF1
TCP10L,KLK6
TCP10L,SAAL1
TCP10L,SMARCD1
TCP10L,NTAQ1
TCP10L,TSSK3
TCP10L,NXF1
TCP10L,BACE2
OXER1,ASB13
OXER1,TFG
OXER1,ZC3H10
OXER1,RAMAC
OXER1,NOC4L
OXER1,KRTAP4-2
OXER1,RNF38
OXER1,RNF208
OXER1,PLSCR4
OXER1,ANAPC11
OXER1,ZBTB32
GPR152,GPR152
GPR152,GPR151
GPR152,AQP3
GPR152,SCAMP4
GPR152,TMEM54
GPR152,MAL2
GPR152,SLC35B4
GPR152,ACSF2
GPR152,TM4SF19
GPR152,YIPF6
GPR152,Q96FB2
GPR152,SLC35A4
GPR152,REEP6
GPR152,FAXDC2
GPR152,ZDHHC15
